,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
22496,22497,120309,30934,9/21/2015 0:00,70,70,right,medium,medium,14,14,11,32,14,25,14,14,35,36,53,43,66,76,61,36,83,23,46,15,34,25,13,48,27,11,13,12,75,61,56,63,80
22497,22498,120309,30934,1/9/2015 0:00,69,69,right,medium,medium,25,25,25,31,25,25,25,25,34,35,53,43,68,75,61,35,81,23,46,25,33,24,25,25,26,25,25,25,74,60,55,62,79
22498,22499,120309,30934,9/18/2014 0:00,70,70,right,medium,medium,25,25,25,31,25,25,25,25,34,35,53,43,68,77,61,35,81,23,46,25,33,24,25,25,26,25,25,25,74,64,55,62,80
22499,22500,120309,30934,5/16/2014 0:00,71,71,right,medium,medium,25,25,25,31,25,45,25,25,34,57,53,43,68,79,61,35,81,23,46,25,33,24,25,25,26,25,25,25,72,67,55,63,81
22500,22501,120309,30934,4/25/2014 0:00,71,71,right,medium,medium,25,25,25,31,25,45,25,25,34,57,53,43,68,79,61,35,81,23,46,25,33,24,25,25,26,25,25,25,72,67,55,63,81
22501,22502,120309,30934,3/14/2014 0:00,72,72,right,medium,medium,25,25,25,31,25,45,25,25,34,57,53,43,68,79,61,35,81,23,46,25,33,24,25,25,26,25,25,25,72,73,55,63,81
22502,22503,120309,30934,9/20/2013 0:00,73,73,right,medium,medium,25,25,25,31,25,45,25,25,34,57,53,43,68,79,61,35,81,23,46,25,33,24,25,25,26,25,25,25,72,74,55,63,83
22503,22504,120309,30934,5/17/2013 0:00,72,72,right,medium,medium,13,13,9,31,13,45,13,13,34,57,62,61,70,80,67,35,83,48,53,14,33,24,26,17,26,10,12,11,72,74,53,62,83
22504,22505,120309,30934,4/12/2013 0:00,72,72,right,medium,medium,13,13,9,31,13,45,13,13,34,57,62,61,70,80,67,35,83,48,53,14,33,24,26,17,26,10,12,11,72,74,53,62,83
22505,22506,120309,30934,3/28/2013 0:00,72,72,right,medium,medium,13,13,9,31,13,45,13,13,34,57,62,61,70,80,67,35,83,48,53,14,59,23,17,33,26,10,12,11,72,74,53,62,83
22506,22507,120309,30934,2/15/2013 0:00,72,72,right,medium,medium,13,13,9,31,13,45,13,13,34,57,62,61,70,80,67,35,83,48,53,14,59,23,17,33,26,10,12,11,72,74,53,62,83
22507,22508,120309,30934,8/31/2012 0:00,72,72,right,medium,medium,13,13,9,31,13,61,13,13,34,63,62,61,72,80,67,35,83,48,53,14,69,23,17,33,26,10,12,11,76,70,53,62,83
22508,22509,120309,30934,2/22/2012 0:00,72,73,right,medium,medium,20,13,9,31,13,61,20,13,34,63,64,61,78,80,67,35,83,48,53,14,29,27,17,44,26,10,12,11,76,68,53,61,83
22509,22510,120309,30934,8/30/2011 0:00,72,73,right,medium,medium,20,13,9,31,13,61,20,13,34,63,64,61,78,80,67,35,83,48,53,14,29,27,17,44,26,10,12,11,76,68,53,61,83
22510,22511,120309,30934,2/22/2011 0:00,72,73,right,medium,medium,24,13,22,31,13,63,33,13,41,65,68,66,78,80,51,51,83,48,53,14,29,27,17,34,42,8,12,11,76,68,53,61,83
22511,22512,120309,30934,8/30/2010 0:00,72,73,right,medium,medium,24,13,22,61,33,63,31,13,51,65,68,66,78,80,51,51,83,48,53,31,29,27,17,61,42,24,30,27,76,68,53,61,83
22512,22513,120309,30934,2/22/2010 0:00,73,78,right,medium,medium,24,26,22,52,33,63,31,13,58,62,68,66,78,80,51,51,83,47,53,21,29,46,40,61,80,24,23,27,76,68,58,63,83
22513,22514,120309,30934,8/30/2009 0:00,73,78,right,medium,medium,24,26,22,52,33,63,31,13,58,68,68,66,78,80,51,51,83,47,53,33,29,46,40,61,80,24,23,27,76,68,58,63,83
22514,22515,120309,30934,8/30/2008 0:00,68,69,right,medium,medium,24,31,32,62,33,30,31,24,41,40,73,64,78,80,51,60,83,53,56,23,62,61,30,61,85,47,30,27,73,63,41,58,81
22515,22516,120309,30934,8/30/2007 0:00,67,68,right,medium,medium,24,31,32,62,33,70,31,24,41,73,73,64,78,80,51,60,83,53,56,23,62,61,30,61,85,47,30,27,72,63,41,58,78
22516,22517,120309,30934,2/22/2007 0:00,64,68,right,medium,medium,24,31,32,62,33,70,31,85,41,73,71,64,78,72,51,60,83,53,56,23,62,61,30,61,85,47,30,27,65,63,41,59,72
22640,22641,137552,26484,5/22/2015 0:00,68,68,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,27,72,25,29,21,25,36,24,25,25,25,66,69,68,68,71
22641,22642,137552,26484,4/17/2015 0:00,68,68,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,66,69,68,68,71
22642,22643,137552,26484,3/6/2015 0:00,70,70,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,68,69,70,71,72
22643,22644,137552,26484,2/6/2015 0:00,71,71,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,69,71,75,72,74
22644,22645,137552,26484,1/23/2015 0:00,72,72,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,72,71,76,72,76
22645,22646,137552,26484,1/16/2015 0:00,73,73,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,72,71,76,72,78
22646,22647,137552,26484,1/9/2015 0:00,73,75,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,72,71,76,72,78
22647,22648,137552,26484,9/18/2014 0:00,69,69,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,72,65,80,64,73
22648,22649,137552,26484,5/10/2013 0:00,69,69,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,66,42,37,64,51,72,25,29,21,25,36,24,25,25,25,72,65,80,64,73
22649,22650,137552,26484,4/19/2013 0:00,69,69,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,68,42,37,64,51,72,25,29,21,25,36,24,25,25,25,74,64,80,64,73
22650,22651,137552,26484,4/12/2013 0:00,69,69,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,68,42,37,64,51,72,25,29,21,25,22,24,25,25,25,74,64,80,64,73
22651,22652,137552,26484,2/22/2013 0:00,69,69,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,68,42,37,64,51,72,25,29,21,25,22,24,25,25,25,74,64,77,64,73
22652,22653,137552,26484,2/15/2013 0:00,69,70,right,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,68,42,37,64,51,72,25,29,21,25,22,24,25,25,25,72,64,74,64,73
22653,22654,137552,26484,8/31/2012 0:00,68,70,left,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,65,42,37,64,51,72,25,29,21,25,22,24,25,25,25,70,64,70,64,72
22654,22655,137552,26484,2/22/2012 0:00,67,69,left,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,63,31,37,64,52,72,25,29,21,25,22,24,25,25,25,69,63,69,64,71
22655,22656,137552,26484,8/30/2011 0:00,66,68,left,medium,medium,25,25,25,37,25,25,25,25,30,31,52,51,58,63,31,37,64,52,72,25,29,21,25,22,24,25,25,25,69,62,69,62,71
22656,22657,137552,26484,2/22/2011 0:00,65,70,left,medium,medium,25,25,25,40,25,25,25,25,40,31,62,61,58,63,57,47,64,62,75,25,60,21,25,42,38,25,25,25,69,62,69,59,70
22657,22658,137552,26484,8/30/2010 0:00,65,70,left,medium,medium,9,5,25,40,9,27,8,25,40,31,62,61,58,63,57,47,64,62,75,25,60,21,6,42,38,6,25,32,69,62,69,59,70
22658,22659,137552,26484,2/22/2010 0:00,66,72,left,medium,medium,22,21,22,40,9,27,8,25,69,40,60,61,58,65,57,47,64,70,75,22,60,45,52,42,50,22,22,32,70,63,69,59,72
22659,22660,137552,26484,8/30/2009 0:00,67,74,left,medium,medium,22,40,22,40,9,27,8,25,70,40,60,61,58,65,57,47,64,70,75,22,60,45,52,42,50,22,22,32,71,64,70,60,73
22660,22661,137552,26484,2/22/2009 0:00,67,84,left,medium,medium,22,40,22,22,9,22,8,25,71,40,60,61,58,37,57,47,64,77,75,22,60,45,11,42,50,22,22,32,73,65,71,61,74
22661,22662,137552,26484,8/30/2008 0:00,70,84,left,medium,medium,22,40,22,22,9,22,8,25,71,40,60,61,58,37,57,47,64,77,75,22,60,45,11,42,50,22,22,32,73,70,71,68,74
22662,22663,137552,26484,8/30/2007 0:00,71,69,left,medium,medium,22,40,22,22,9,22,8,25,63,40,60,61,58,37,57,47,64,77,75,22,60,45,11,42,50,22,22,32,73,66,63,68,74
22663,22664,137552,26484,2/22/2007 0:00,66,68,left,medium,medium,9,40,13,10,9,7,8,50,58,40,60,61,58,37,57,47,64,77,75,19,60,45,11,42,50,6,16,32,61,63,58,69,67
22664,22665,11983,30380,3/6/2015 0:00,77,77,right,medium,medium,25,25,25,24,25,25,25,25,22,22,45,39,43,73,42,28,50,37,68,25,43,25,25,25,40,25,25,25,72,80,76,82,74
22665,22666,11983,30380,9/18/2014 0:00,78,78,right,medium,medium,25,25,25,24,25,25,25,25,22,22,45,39,43,74,42,28,50,37,74,25,43,25,25,25,40,25,25,25,74,80,78,82,76
22666,22667,11983,30380,4/25/2014 0:00,78,78,right,medium,medium,25,25,25,24,25,25,25,25,22,22,45,39,59,74,42,28,50,37,74,25,43,25,25,25,40,25,25,25,75,80,78,80,77
22667,22668,11983,30380,1/24/2014 0:00,79,79,right,medium,medium,25,25,25,24,25,25,25,25,22,22,45,39,59,74,42,28,50,37,74,25,43,25,25,25,40,25,25,25,76,81,78,82,78
22668,22669,11983,30380,1/10/2014 0:00,79,79,right,medium,medium,25,25,25,24,25,25,25,25,22,22,45,39,59,74,42,28,50,37,74,25,43,25,25,25,40,25,25,25,76,81,78,82,79
22669,22670,11983,30380,10/11/2013 0:00,79,79,right,medium,medium,25,25,25,24,25,25,25,25,22,22,45,39,59,74,42,28,50,37,74,25,43,25,25,25,40,25,25,25,76,81,78,82,79
22670,22671,11983,30380,9/20/2013 0:00,79,79,right,medium,medium,25,25,25,24,25,25,25,25,22,22,45,39,59,74,42,28,50,37,74,25,43,25,25,25,40,25,25,25,76,81,78,82,79
22671,22672,11983,30380,4/26/2013 0:00,80,80,right,medium,medium,17,18,18,24,10,17,18,19,22,22,45,39,59,74,42,28,50,51,74,19,62,15,11,35,40,10,11,11,77,81,78,83,80
22672,22673,11983,30380,2/15/2013 0:00,80,80,right,medium,medium,17,18,18,24,10,17,18,19,22,22,45,39,59,74,42,28,50,51,74,19,62,15,11,35,40,10,11,11,77,83,78,83,80
22673,22674,11983,30380,8/31/2012 0:00,80,80,right,medium,medium,17,18,18,24,10,17,18,19,22,22,45,39,59,79,42,28,50,51,74,19,62,15,11,35,23,10,11,11,77,83,78,83,80
22674,22675,11983,30380,2/22/2012 0:00,81,81,right,medium,medium,17,18,18,24,10,17,18,19,22,22,45,39,67,80,42,28,50,61,78,19,62,15,11,35,23,10,11,11,76,84,81,84,81
22675,22676,11983,30380,8/30/2011 0:00,81,81,right,medium,medium,17,18,18,24,10,17,18,19,22,22,45,39,42,80,42,28,50,40,75,19,62,15,11,35,23,10,11,11,77,83,80,84,82
22676,22677,11983,30380,2/22/2011 0:00,80,84,right,medium,medium,17,18,18,24,10,17,18,19,22,22,50,53,42,69,58,22,50,45,64,19,63,22,19,41,23,10,11,11,79,83,82,84,81
22677,22678,11983,30380,8/30/2010 0:00,82,84,right,medium,medium,17,18,18,24,10,17,18,19,22,22,50,53,45,69,58,22,50,45,64,19,63,22,19,63,23,10,11,11,82,86,82,86,81
22678,22679,11983,30380,2/22/2010 0:00,82,84,right,medium,medium,23,23,23,24,10,23,18,19,82,22,32,53,45,69,58,22,50,65,74,23,63,65,64,63,67,23,23,11,82,86,82,86,81
22679,22680,11983,30380,8/30/2009 0:00,82,84,right,medium,medium,23,23,23,24,10,23,18,19,82,22,32,53,45,69,58,22,50,65,74,23,63,65,64,63,67,23,23,11,82,88,82,86,81
22680,22681,11983,30380,2/22/2009 0:00,82,84,right,medium,medium,23,23,23,24,10,23,18,19,85,22,32,53,45,69,58,22,50,65,74,23,63,65,64,63,67,23,23,11,80,88,85,86,81
22681,22682,11983,30380,8/30/2008 0:00,80,84,right,medium,medium,23,23,23,24,10,23,18,19,76,22,32,53,45,69,58,22,50,65,74,23,63,65,64,63,67,23,23,11,82,86,76,81,81
22682,22683,11983,30380,8/30/2007 0:00,82,84,right,medium,medium,23,23,23,24,10,23,18,19,78,22,32,53,45,69,58,22,50,65,74,23,63,65,64,63,67,23,23,11,83,82,78,79,84
22683,22684,11983,30380,2/22/2007 0:00,79,85,right,medium,medium,9,8,8,24,10,7,18,67,82,22,32,65,45,69,58,22,50,65,84,9,63,65,64,63,67,10,11,11,84,81,82,68,80
22684,22685,164505,69650,4/14/2016 0:00,76,76,left,medium,medium,16,14,12,26,15,14,15,11,34,28,50,47,47,73,47,24,72,30,76,15,43,19,12,45,35,15,15,14,78,74,58,77,80
22685,22686,164505,69650,1/7/2016 0:00,76,76,left,medium,medium,16,14,12,26,15,14,15,11,34,28,50,47,47,73,47,24,72,30,76,15,43,19,12,45,35,15,15,14,78,76,62,77,80
22686,22687,164505,69650,12/24/2015 0:00,77,77,left,medium,medium,16,14,12,26,15,14,15,11,34,28,50,47,47,73,47,24,72,30,76,15,43,19,12,45,35,15,15,14,80,76,63,77,81
22687,22688,164505,69650,10/23/2015 0:00,78,78,left,medium,medium,16,14,12,26,15,14,15,11,34,28,50,47,47,79,47,24,72,30,76,15,43,19,12,45,35,15,15,14,80,76,63,77,81
22688,22689,164505,69650,9/21/2015 0:00,78,78,left,medium,medium,16,14,12,26,15,14,15,11,34,28,50,47,47,79,47,24,72,30,76,15,43,19,12,45,35,15,15,14,80,76,64,77,81
22689,22690,164505,69650,3/27/2015 0:00,78,78,left,medium,medium,25,25,25,25,25,25,25,25,33,27,50,47,47,78,47,23,74,30,76,25,42,21,25,25,42,25,25,25,80,75,65,77,81
22690,22691,164505,69650,11/14/2014 0:00,78,78,left,medium,medium,25,25,25,25,25,25,25,25,35,27,50,47,47,78,47,23,74,30,76,25,42,21,25,25,42,25,25,25,80,77,67,77,81
22691,22692,164505,69650,10/31/2014 0:00,78,78,left,medium,medium,25,25,25,25,25,25,25,25,35,27,50,47,47,78,47,23,74,30,76,25,42,21,25,25,42,25,25,25,80,78,67,77,81
22692,22693,164505,69650,9/18/2014 0:00,78,78,left,medium,medium,25,25,25,25,25,25,25,25,35,27,50,47,47,78,47,23,74,30,76,25,42,21,25,25,42,25,25,25,80,79,67,76,81
22693,22694,164505,69650,5/9/2014 0:00,78,78,left,medium,medium,25,25,25,25,25,25,25,25,31,27,50,47,47,78,47,23,74,30,76,25,42,21,25,25,42,25,25,25,80,79,67,76,81
22694,22695,164505,69650,4/25/2014 0:00,79,79,left,medium,medium,25,25,25,25,25,25,25,25,31,27,50,47,47,80,47,23,74,30,76,25,42,21,25,25,42,25,25,25,80,80,69,77,82
22695,22696,164505,69650,1/10/2014 0:00,79,79,left,medium,medium,25,25,25,25,25,25,25,25,31,27,50,47,43,80,39,23,74,30,76,25,43,21,25,25,42,25,25,25,80,80,69,77,82
22696,22697,164505,69650,9/20/2013 0:00,79,80,left,medium,medium,25,25,25,25,25,25,25,25,31,27,50,47,43,80,39,23,74,30,76,25,43,21,25,25,42,25,25,25,80,80,69,77,82
22697,22698,164505,69650,3/28/2013 0:00,77,81,left,medium,medium,15,13,11,25,14,13,14,10,31,27,50,47,43,78,39,23,72,44,76,14,43,21,11,36,42,14,14,13,78,79,69,72,80
22698,22699,164505,69650,2/15/2013 0:00,76,79,left,medium,medium,15,13,11,35,14,13,14,10,41,27,50,47,43,78,39,23,72,44,75,14,43,21,11,36,42,14,14,13,79,76,70,72,79
22699,22700,164505,69650,8/31/2012 0:00,75,79,left,medium,medium,15,13,11,35,14,13,14,10,41,28,54,47,39,71,40,23,72,53,61,14,29,21,11,28,22,14,14,13,79,75,70,71,77
22700,22701,164505,69650,2/22/2012 0:00,75,77,left,medium,medium,13,13,11,25,14,13,14,10,23,26,54,47,39,71,40,23,72,53,61,14,29,21,11,28,22,14,14,13,78,74,70,69,80
22701,22702,164505,69650,8/30/2011 0:00,74,78,left,medium,medium,13,13,11,25,14,13,14,10,23,26,54,47,39,61,40,23,72,53,61,14,29,21,11,28,22,14,14,13,78,72,70,69,80
22702,22703,164505,69650,2/22/2011 0:00,74,81,left,medium,medium,13,13,11,25,14,13,14,10,23,26,50,47,39,69,64,23,72,53,63,14,48,22,18,32,22,14,14,13,78,72,73,69,79
22703,22704,164505,69650,8/30/2010 0:00,76,85,left,medium,medium,8,13,11,25,9,13,14,10,23,26,50,47,39,69,64,23,72,53,63,9,48,22,18,52,22,9,9,8,80,75,75,72,80
22704,22705,164505,69650,2/22/2010 0:00,76,85,left,medium,medium,21,21,21,25,9,21,14,10,75,26,51,47,39,69,64,23,72,54,63,21,48,41,32,52,62,21,21,8,80,75,75,72,80
22705,22706,164505,69650,8/30/2009 0:00,77,85,left,medium,medium,21,21,21,25,9,21,14,10,75,26,51,47,39,69,64,23,72,54,63,21,48,41,32,52,47,21,21,8,82,73,75,71,84
22706,22707,164505,69650,2/22/2009 0:00,76,83,left,medium,medium,21,21,27,37,9,21,14,24,73,36,51,47,39,69,64,34,72,54,63,21,48,41,32,52,47,31,27,8,77,72,73,76,80
22707,22708,164505,69650,8/30/2008 0:00,74,83,left,medium,medium,21,21,27,37,9,21,14,24,71,36,51,47,39,69,64,34,72,54,63,21,48,41,32,52,47,31,27,8,76,65,71,75,79
22708,22709,164505,69650,8/30/2007 0:00,71,81,left,medium,medium,23,21,27,37,9,21,14,24,63,21,51,47,39,69,64,34,72,54,63,21,48,41,22,52,47,31,27,8,70,68,63,70,77
22709,22710,164505,69650,2/22/2007 0:00,61,71,left,medium,medium,23,13,27,37,9,13,14,47,59,16,51,47,39,69,64,34,72,54,63,21,48,41,22,52,47,31,27,8,57,64,59,56,62
22779,22780,165735,35442,2/25/2016 0:00,70,70,left,None,0,19,17,11,28,11,18,13,12,18,22,52,55,25,68,30,24,70,40,70,11,40,23,17,21,35,11,13,13,73,66,72,66,75
22780,22781,165735,35442,1/7/2016 0:00,68,68,left,None,0,19,17,11,28,11,18,13,12,18,22,52,55,25,64,30,24,70,40,70,11,40,23,17,21,35,11,13,13,72,65,71,64,74
22781,22782,165735,35442,10/23/2015 0:00,68,68,left,None,0,19,17,11,28,11,18,13,12,18,22,52,55,25,64,30,24,70,40,70,11,40,23,17,21,35,11,13,13,72,65,71,64,74
22782,22783,165735,35442,9/21/2015 0:00,71,71,left,None,0,19,17,11,28,11,18,13,12,18,22,52,55,25,64,30,24,70,40,70,11,40,23,17,21,35,11,13,13,75,68,71,69,75
22783,22784,165735,35442,4/10/2015 0:00,70,70,left,None,0,25,25,25,27,25,25,25,25,25,21,52,55,25,63,30,23,70,40,70,25,39,22,25,20,34,25,25,25,74,67,70,68,74
22784,22785,165735,35442,1/16/2015 0:00,71,71,left,None,0,25,25,25,27,25,25,25,25,25,21,52,55,25,63,30,23,70,40,70,25,39,22,25,20,34,25,25,25,74,67,70,69,75
22785,22786,165735,35442,10/10/2014 0:00,71,71,left,None,0,25,25,25,27,25,25,25,25,25,21,52,55,25,63,30,23,70,40,70,25,39,22,25,20,34,25,25,25,74,67,70,69,75
22786,22787,165735,35442,9/18/2014 0:00,71,71,left,None,0,25,25,25,27,25,25,25,25,25,21,52,64,25,63,30,23,70,40,70,25,39,22,25,20,34,25,25,25,74,67,70,69,75
22787,22788,165735,35442,4/4/2014 0:00,71,71,left,None,0,25,25,25,27,25,25,25,25,25,21,52,64,25,63,30,23,70,40,70,25,39,22,25,31,34,25,25,25,74,67,70,69,75
22788,22789,165735,35442,3/7/2014 0:00,71,71,left,None,0,25,25,25,27,25,25,25,25,25,21,52,64,25,63,30,23,70,40,70,25,39,22,25,31,34,25,25,25,74,67,70,69,75
22789,22790,165735,35442,9/27/2013 0:00,71,71,left,None,0,25,25,25,27,25,25,25,25,25,21,52,64,25,63,30,23,70,40,70,25,39,22,25,31,34,25,25,25,74,67,70,69,75
22790,22791,165735,35442,9/20/2013 0:00,71,71,left,None,0,25,25,25,27,25,25,25,25,25,21,52,64,53,63,58,23,70,40,70,25,39,22,25,31,34,25,25,25,74,67,70,69,75
22791,22792,165735,35442,5/3/2013 0:00,71,71,left,None,0,18,16,10,27,10,17,12,11,17,21,63,64,53,63,58,23,70,52,70,10,53,22,16,31,34,10,12,12,74,67,70,69,75
22792,22793,165735,35442,3/28/2013 0:00,70,71,left,None,0,18,16,10,27,10,17,12,11,17,21,63,64,53,63,58,23,70,52,70,10,53,22,16,31,34,10,12,12,71,67,72,69,75
22793,22794,165735,35442,2/15/2013 0:00,70,71,left,None,0,18,16,10,27,10,17,12,11,17,21,63,64,53,63,58,23,70,52,70,10,53,22,16,31,34,10,12,12,71,67,74,69,75
22794,22795,165735,35442,8/31/2012 0:00,64,64,left,None,0,18,16,9,27,10,17,12,11,17,21,63,64,53,63,58,23,70,52,70,10,53,22,16,31,25,10,12,12,66,57,68,66,66
22795,22796,165735,35442,2/22/2012 0:00,64,64,left,None,0,18,16,9,27,10,17,12,11,17,21,63,64,53,55,58,23,70,62,70,10,53,28,16,45,25,10,12,12,65,60,70,69,65
22796,22797,165735,35442,8/30/2011 0:00,64,69,left,None,0,18,16,9,27,10,17,12,11,17,21,63,64,53,55,58,23,70,62,70,10,53,28,16,45,25,10,12,12,65,60,70,69,65
22797,22798,165735,35442,2/22/2011 0:00,71,74,left,None,0,18,16,21,27,9,17,12,11,17,21,63,64,53,55,56,23,70,62,70,9,53,28,16,45,25,8,12,12,73,70,68,69,74
22798,22799,165735,35442,8/30/2010 0:00,71,74,left,None,0,18,16,21,27,23,17,12,20,17,21,63,64,53,55,56,23,70,62,70,22,53,28,16,45,25,21,25,22,73,70,68,69,74
22799,22800,165735,35442,2/22/2010 0:00,63,74,left,None,0,22,22,21,27,23,22,12,20,66,21,55,52,53,55,56,23,70,63,70,22,67,69,66,45,55,21,25,22,63,57,66,60,71
22800,22801,165735,35442,8/30/2009 0:00,71,74,left,None,0,22,22,21,27,23,22,12,20,66,21,55,52,53,55,56,23,70,63,70,22,67,69,66,45,55,21,25,22,77,74,66,62,75
22801,22802,165735,35442,2/22/2009 0:00,73,78,left,None,0,22,22,21,27,23,22,12,20,68,21,55,52,53,55,56,23,70,63,70,22,67,69,66,45,55,21,25,22,79,76,68,64,77
22802,22803,165735,35442,8/30/2008 0:00,73,78,left,None,0,22,22,21,27,23,22,12,20,68,21,55,52,53,55,56,23,70,63,70,22,67,69,66,45,55,21,25,22,79,76,68,64,77
22803,22804,165735,35442,8/30/2007 0:00,72,78,right,None,0,22,22,21,27,23,22,12,20,68,21,55,52,53,55,56,23,70,63,70,22,67,69,66,45,55,21,25,22,75,71,68,67,74
22804,22805,165735,35442,2/22/2007 0:00,63,64,right,None,0,38,36,41,57,23,27,12,55,62,45,55,52,53,55,56,53,70,63,70,32,67,69,66,45,55,21,35,22,62,55,62,63,68
22879,22880,109493,26589,11/12/2015 0:00,69,69,right,medium,medium,13,11,14,27,12,11,14,14,28,36,37,34,40,67,37,35,64,29,63,20,27,15,10,43,16,12,11,12,67,66,74,75,70
22880,22881,109493,26589,9/25/2015 0:00,69,69,right,medium,medium,13,11,14,27,12,11,14,14,28,36,37,34,40,67,37,35,64,29,63,20,27,15,10,43,16,12,11,12,67,66,74,75,70
22881,22882,109493,26589,9/21/2015 0:00,68,68,right,medium,medium,13,11,14,27,12,11,14,14,28,36,37,34,40,67,37,35,64,29,63,20,27,15,10,43,16,12,11,12,65,66,74,74,68
22882,22883,109493,26589,9/18/2014 0:00,64,64,right,medium,medium,25,25,25,26,25,25,25,25,27,35,54,52,52,66,37,22,70,37,66,25,26,24,25,25,25,25,25,25,64,65,66,64,64
22883,22884,109493,26589,2/22/2012 0:00,64,64,right,medium,medium,25,25,25,26,25,25,25,25,27,35,54,52,52,66,37,22,70,37,66,25,26,24,25,25,25,25,25,25,64,65,66,64,64
22884,22885,109493,26589,8/30/2011 0:00,64,65,right,medium,medium,25,25,25,26,25,25,25,25,27,35,54,52,52,66,37,22,70,37,66,25,26,24,25,25,25,25,25,25,64,65,66,64,64
22885,22886,109493,26589,2/22/2011 0:00,64,68,right,medium,medium,25,9,35,26,25,21,25,25,27,35,54,52,52,66,46,22,70,37,66,25,26,24,25,46,25,25,8,25,64,65,66,64,64
22886,22887,109493,26589,2/22/2010 0:00,64,68,right,medium,medium,25,9,35,26,25,21,25,25,27,35,54,52,52,66,46,22,70,37,66,25,26,24,25,46,25,25,8,25,64,65,66,64,64
22887,22888,109493,26589,8/30/2009 0:00,67,70,right,medium,medium,25,9,35,26,25,21,25,25,69,35,54,52,52,66,46,22,70,37,66,25,26,24,25,46,25,25,8,25,64,68,69,64,69
22888,22889,109493,26589,8/30/2008 0:00,68,72,right,medium,medium,25,9,35,26,25,21,25,25,71,35,54,47,52,66,46,22,70,59,66,25,26,24,25,46,25,22,8,25,66,69,71,65,70
22889,22890,109493,26589,8/30/2007 0:00,65,65,right,medium,medium,25,9,35,26,25,21,25,25,69,35,49,47,52,54,46,22,70,59,61,25,65,52,15,46,67,22,8,25,63,65,69,63,68
22890,22891,109493,26589,2/22/2007 0:00,62,63,right,medium,medium,25,9,35,26,25,21,25,67,62,35,49,47,52,54,46,22,70,46,61,19,65,52,15,46,67,22,8,25,57,64,62,62,64
22931,22932,122827,36835,9/21/2015 0:00,66,66,right,medium,medium,13,13,10,33,13,12,9,13,33,26,46,41,58,72,53,36,67,16,56,14,27,12,11,29,26,14,13,20,63,63,69,65,67
22932,22933,122827,36835,2/28/2014 0:00,66,66,right,medium,medium,13,13,10,33,13,12,9,13,33,26,46,41,58,72,53,36,67,16,56,14,27,12,11,29,26,14,13,20,63,63,69,65,67
22933,22934,122827,36835,2/7/2014 0:00,66,66,right,medium,medium,13,13,10,33,13,12,9,13,33,26,46,41,58,72,53,36,67,16,56,14,27,12,11,29,26,14,13,20,63,63,69,65,67
22934,22935,122827,36835,1/31/2014 0:00,66,66,right,medium,medium,13,13,10,33,13,12,9,13,33,26,46,41,58,72,53,36,67,16,56,14,27,12,11,29,26,14,13,20,63,63,69,65,67
22935,22936,122827,36835,9/20/2013 0:00,66,66,right,medium,medium,13,13,10,33,13,12,9,13,33,26,46,41,58,72,53,36,67,16,56,14,27,12,11,29,26,14,13,20,63,63,69,65,67
22936,22937,122827,36835,5/31/2013 0:00,66,68,right,medium,medium,12,12,9,33,12,11,8,12,33,26,61,58,62,70,59,36,71,43,58,13,27,11,10,8,26,13,12,19,63,63,69,65,67
22937,22938,122827,36835,5/17/2013 0:00,66,66,right,medium,medium,12,12,9,33,12,11,8,12,33,26,61,58,62,70,59,36,71,43,58,13,27,11,10,8,26,13,12,19,66,63,69,63,67
